timeSeries,lon,lat
"3221",-152.91273,57.786224
"3222",-152.87874,57.79488
"3223",-152.8116,57.785305
"3224",-152.45728,57.79039
"3225",-152.27231,57.779015
"3246",-155.50941,57.7908
"3247",-153.90744,57.79987
"3248",-153.5364,57.799046
"3249",-153.40134,57.807426
"3250",-153.14853,57.79701
"3251",-152.82816,57.794415
"3252",-152.44002,57.799133
"3253",-152.37257,57.79827
"3254",-152.32242,57.788654
"3255",-152.255,57.78773
"3256",-152.23816,57.787495
"3277",-155.59369,57.78975
"3278",-155.56078,57.80808
"3279",-155.54391,57.808285
"3280",-155.51018,57.808697
"3281",-155.34084,57.792717
"3282",-153.90741,57.808823
"3283",-153.41806,57.816456
"3284",-153.19913,57.79734
"3285",-153.14832,57.805958
"3286",-152.87845,57.80383
"3287",-152.81099,57.803207
"3288",-152.38902,57.80744
"3289",-152.322,57.797604
"3290",-152.30515,57.797375
"3311",-155.61137,57.807434
"3312",-155.35872,57.81939
"3313",-153.89052,57.817764
"3314",-153.55304,57.817013
"3315",-153.43478,57.82549
"3316",-153.26639,57.806705
"3317",-153.24951,57.806606
"3318",-153.23225,57.82441
"3319",-153.21538,57.824306
"3320",-153.19852,57.824196
"3321",-153.1481,57.81491
"3322",-152.8107,57.81216
"3323",-152.35489,57.815952
"3344",-155.32532,57.8287
"3345",-153.89049,57.826714
"3346",-153.53604,57.825905
"3347",-153.45166,57.82556
"3348",-153.31682,57.815945
"3349",-153.29994,57.815853
"3350",-153.28307,57.815758
"3351",-153.24913,57.824512
"3352",-153.18143,57.833042
"3353",-153.14789,57.823864
"3354",-152.89503,57.81293
"3355",-152.8104,57.82111
"3356",-152.33759,57.82468
"3372",-155.25813,57.83835
"3373",-153.87358,57.83565
"3374",-153.55281,57.83492
"3375",-153.43465,57.83444
"3376",-153.3504,57.825077
"3377",-153.31665,57.824898
"3378",-153.26564,57.842518
"3379",-153.16434,57.84188
"3380",-152.89449,57.830837
"3381",-152.82697,57.830223
"3382",-152.37134,57.825123
"3407",-155.32565,57.837654
"3408",-155.29222,57.84696
"3409",-155.27534,57.84713
"3410",-155.24156,57.84747
"3411",-155.22469,57.847637
"3412",-153.85666,57.844585
"3413",-153.45139,57.843468
"3414",-153.40088,57.834282
"3415",-153.36711,57.834118
"3416",-153.28253,57.842613
"3417",-152.8942,57.839787
"3418",-152.82668,57.839172
"3419",-152.72571,57.82923
"3420",-152.40509,57.825558
"3421",-152.37093,57.834072
"3422",-152.3203,57.833405
"3448",-155.2081,57.85675
"3449",-153.83974,57.85352
"3450",-153.62015,57.853046
"3451",-153.56958,57.84393
"3452",-153.5527,57.843872
"3453",-153.43436,57.852345
"3454",-153.4176,57.843315
"3455",-153.29924,57.85166
"3456",-153.06303,57.841164
"3457",-153.02927,57.840908
"3458",-152.87674,57.85754
"3459",-152.80948,57.847965
"3460",-152.69128,57.846786
"3461",-152.42116,57.843674
"3462",-152.35405,57.83385
"3463",-152.33675,57.84258
"3480",-155.14084,57.866337
"3481",-153.8228,57.86245
"3482",-153.60315,57.861946
"3483",-153.58636,57.85294
"3484",-153.41747,57.85227
"3485",-153.34956,57.86984
"3486",-153.33267,57.86975
"3487",-153.29906,57.860615
"3488",-153.18102,57.850945
"3489",-153.07968,57.850243
"3490",-153.04565,57.85894
"3491",-152.7923,57.856754
"3492",-152.74194,57.847305
"3493",-152.69095,57.855736
"3512",-155.12422,57.87544
"3513",-153.82275,57.871403
"3514",-153.61995,57.87095
"3515",-153.36647,57.869926
"3516",-153.16391,57.859787
"3517",-153.09634,57.859318
"3518",-153.04518,57.876842
"3519",-152.85956,57.86634
"3520",-152.7754,57.85659
"3521",-152.75851,57.856426
"3522",-152.74162,57.856255
"3523",-152.67339,57.873463
"3524",-152.40346,57.86136
"3525",-152.33632,57.85153
"3547",-155.22594,57.88344
"3548",-155.15831,57.884083
"3549",-155.1076,57.88454
"3550",-155.07379,57.884834
"3551",-153.80585,57.871376
"3552",-153.77199,57.880272
"3553",-153.61986,57.8799
"3554",-153.39996,57.887997
"3555",-153.38306,57.887913
"3556",-153.36615,57.88783
"3557",-153.24799,57.878223
"3558",-153.21439,57.869064
"3559",-153.18039,57.8778
"3560",-153.113,57.86839
"3561",-153.06207,57.876972
"3562",-152.77509,57.865543
"3563",-152.69029,57.87364
"3564",-152.60616,57.863777
"3565",-152.38615,57.87009
"3590",-155.17552,57.892876
"3591",-155.09097,57.89364
"3592",-155.07407,57.893787
"3593",-153.82271,57.880352
"3594",-153.73811,57.889156
"3595",-153.41687,57.888077
"3596",-153.2478,57.887177
"3597",-153.18018,57.886753
"3598",-153.12968,57.87746
"3599",-153.07874,57.886047
"3600",-152.8756,57.893345
"3601",-152.84178,57.893036
"3602",-152.68996,57.882587
"3603",-152.58855,57.88149
"3604",-152.40306,57.870308
"3636",-155.05716,57.89393
"3637",-153.73805,57.89811
"3638",-153.6874,57.88904
"3639",-153.67049,57.889
"3640",-153.65358,57.888954
"3641",-153.63667,57.888905
"3642",-153.61977,57.888855
"3643",-153.45041,57.90613
"3644",-153.2476,57.89613
"3645",-153.19688,57.895813
"3646",-153.14636,57.886528
"3647",-153.09541,57.895123
"3648",-152.82458,57.901833
"3649",-152.67305,57.882412
"3650",-152.63925,57.88205
"3651",-152.62234,57.881866
"3652",-152.58783,57.89939
"3653",-152.45334,57.879894
"3654",-152.40265,57.879257
"3686",-155.05771,57.91183
"3687",-153.72113,57.898075
"3688",-153.4841,57.91523
"3689",-153.2136,57.904873
"3690",-153.17996,57.895702
"3691",-153.16306,57.89559
"3692",-153.1121,57.904194
"3693",-152.80736,57.91062
"3694",-152.60439,57.908527
"3695",-152.43565,57.897583
"3696",-152.41914,57.888424
"3697",-152.3507,57.90545
"3698",-152.33379,57.905228
"3729",-155.04079,57.911972
"3730",-153.70415,57.906986
"3731",-153.45012,57.924038
"3732",-153.26433,57.905178
"3733",-153.19667,57.904766
"3734",-153.11165,57.922096
"3735",-152.79013,57.91941
"3736",-152.62129,57.908714
"3737",-152.45256,57.897793
"3738",-152.41794,57.91527
"3739",-152.3676,57.90567
"3766",-153.48398,57.92418
"3767",-153.26414,57.91413
"3768",-153.12834,57.931168
"3769",-152.77322,57.919247
"3770",-152.60367,57.92643
"3771",-152.53673,57.907757
"3772",-152.5029,57.90736
"3773",-152.46907,57.90695
"3774",-152.45216,57.906742
"3775",-152.41753,57.92422
"3776",-152.40062,57.924007
"3777",-152.33336,57.914177
"3803",-155.07489,57.92064
"3804",-153.48384,57.933132
"3805",-153.2978,57.92328
"3806",-153.28088,57.92318
"3807",-153.14505,57.940235
"3808",-152.97627,57.921066
"3809",-152.7726,57.93715
"3810",-152.62059,57.926617
"3811",-152.56982,57.92605
"3812",-152.4856,57.916107
"3813",-152.43405,57.933384
"3814",-152.33293,57.923126
"3841",-155.09209,57.929443
"3842",-153.50064,57.942154
"3843",-153.31456,57.932323
"3844",-153.16199,57.94035
"3845",-152.95908,57.92988
"3846",-152.77228,57.9461
"3847",-152.75534,57.94593
"3848",-152.73842,57.945763
"3849",-152.72148,57.94559
"3850",-152.60332,57.93538
"3851",-152.46791,57.9338
"3852",-152.31558,57.93185
"3878",-153.50052,57.951103
"3879",-153.34825,57.941452
"3880",-153.33131,57.941364
"3881",-153.16177,57.9493
"3882",-153.00961,57.93924
"3883",-152.95856,57.94778
"3884",-152.85724,57.937946
"3885",-152.8403,57.93779
"3886",-152.82338,57.937634
"3887",-152.78891,57.95521
"3888",-152.58638,57.93519
"3889",-152.56946,57.934998
"3890",-152.46751,57.94275
"3891",-152.34943,57.9323
"3918",-155.10959,57.947197
"3919",-153.48344,57.959988
"3920",-153.41583,57.950737
"3921",-153.36502,57.950493
"3922",-153.19524,57.967426
"3923",-153.0771,57.948708
"3924",-153.06017,57.94858
"3925",-153.04323,57.948452
"3926",-153.02629,57.948322
"3927",-152.95828,57.95673
"3928",-152.90775,57.94735
"3929",-152.87389,57.94705
"3930",-152.80554,57.964325
"3931",-152.48405,57.951904
"3932",-152.41632,57.95107
"3933",-152.38287,57.94169
"3934",-152.33208,57.941025
"3961",-155.11015,57.9651
"3962",-155.07654,57.974342
"3963",-155.05959,57.974487
"3964",-155.04265,57.97463
"3965",-153.4833,57.968937
"3966",-153.41568,57.95969
"3967",-153.38179,57.95953
"3968",-153.22913,57.967636
"3969",-153.0938,57.957783
"3970",-153.00885,57.966095
"3971",-152.94135,57.95659
"3972",-152.92441,57.956448
"3973",-152.90747,57.9563
"3974",-152.82248,57.964485
"3975",-152.7381,57.954712
"3976",-152.4498,57.96044
"3977",-152.41592,57.96002
"4003",-155.02596,57.98372
"4004",-153.46623,57.977818
"4005",-153.43248,57.96872
"4006",-153.22873,57.98554
"4007",-153.11052,57.966854
"4008",-153.02554,57.975178
"4009",-152.82217,57.973434
"4010",-152.7205,57.972443
"4011",-152.43245,57.96918
"4012",-152.41551,57.968967
"4042",-155.00926,57.992805
"4043",-153.44928,57.977745
"4044",-153.24568,57.98564
"4045",-153.17809,57.976265
"4046",-153.14418,57.97604
"4047",-153.12724,57.97592
"4048",-152.97418,57.992672
"4049",-152.92331,57.99225
"4050",-152.82188,57.982388
"4051",-152.73712,57.981564
"4052",-152.38121,57.977486
"4073",-153.26245,57.994694
"4074",-153.19482,57.985325
"4075",-153.16092,57.985104
"4076",-153.04176,58.00216
"4077",-152.97392,58.001625
"4078",-152.95695,58.001484
"4079",-152.93999,58.001343
"4080",-152.80493,57.982227
"4081",-152.78798,57.982063
"4082",-152.71985,57.99034
"4083",-152.41512,57.977917
"4108",-155.00952,58.00176
"4109",-153.27922,58.003742
"4110",-153.21158,57.994385
"4111",-153.04152,58.01111
"4112",-153.00758,58.010845
"4113",-152.90607,58.001053
"4114",-152.83794,58.009396
"4115",-152.78705,58.008915
"4116",-152.75375,57.990685
"4117",-152.7368,57.990513
"4136",-155.00978,58.010708
"4137",-154.78943,58.021236
"4138",-154.77245,58.02134
"4139",-154.75548,58.021442
"4140",-153.26227,58.003643
"4141",-153.2453,58.003544
"4142",-153.22833,58.00344
"4143",-153.05849,58.01124
"4144",-152.85461,58.0185
"4145",-152.82068,58.01819
"4146",-152.78674,58.017864
"4147",-152.76978,58.0177
"4168",-155.04398,58.019382
"4169",-154.8064,58.021126
"4170",-154.72173,58.030594
"4171",-153.26207,58.012596
"4172",-153.07497,58.029263
"4173",-152.92276,58.010147
"4174",-152.87158,58.018654
"4175",-152.75249,58.02648
"4201",-155.02753,58.037422
"4202",-155.01004,58.019657
"4203",-154.95963,58.037956
"4204",-154.82379,58.038918
"4205",-154.78963,58.030186
"4206",-154.75587,58.039345
"4207",-154.62003,58.040085
"4208",-154.56909,58.04033
"4209",-154.55211,58.0404
"4210",-153.14265,58.038696
"4211",-153.12567,58.038578
"4212",-153.09172,58.038338
"4213",-152.93945,58.019245
"4214",-152.88799,58.036705
"4236",-154.99384,58.046646
"4237",-154.97685,58.046776
"4238",-154.94289,58.047035
"4239",-154.87495,58.047527
"4240",-154.85797,58.04764
"4241",-154.72191,58.039543
"4242",-154.58606,58.04025
"4243",-153.15942,58.04776
"4244",-153.00708,58.028748
"4245",-152.95616,58.028336
"4246",-152.90495,58.036854
"4247",-152.75217,58.03543
"4272",-154.92613,58.056114
"4273",-154.89194,58.047405
"4274",-154.72209,58.048496
"4275",-154.62018,58.049038
"4276",-154.55238,58.058304
"4277",-153.32909,58.057728
"4278",-153.1764,58.04787
"4279",-153.04079,58.03796
"4280",-153.00682,58.037697
"4281",-152.97234,58.055325
"4282",-152.97287,58.037426
"4283",-152.92166,58.045948
"4310",-154.90938,58.065186
"4311",-154.72227,58.057446
"4312",-154.62035,58.057987
"4313",-153.34592,58.06677
"4314",-153.32892,58.06668
"4315",-153.29492,58.066494
"4316",-153.27794,58.0664
"4317",-153.26094,58.0663
"4318",-153.24396,58.0662
"4319",-153.19318,58.056934
"4320",-152.9551,58.064137
"4321",-152.76851,58.053497
"4341",-154.6205,58.06694
"4342",-154.53554,58.06733
"4343",-153.3799,58.06694
"4344",-153.19298,58.065884
"4345",-153.04028,58.055862
"4346",-152.98882,58.073364
"4347",-152.7512,58.062283
"4348",-152.68292,58.070538
"4366",-154.70583,58.084393
"4367",-154.67183,58.08458
"4368",-154.65483,58.084667
"4369",-154.63782,58.084755
"4370",-154.60382,58.084923
"4371",-154.48468,58.076485
"4372",-154.45068,58.07661
"4373",-153.37973,58.075893
"4374",-153.19276,58.074833
"4375",-153.07379,58.074017
"4376",-153.00555,58.082447
"4377",-152.76819,58.062447
"4378",-152.69957,58.079666
"4379",-152.66557,58.079308
"4380",-152.64859,58.07913
"4404",-154.55295,58.09411
"4405",-154.45091,58.094513
"4406",-153.37958,58.084843
"4407",-153.24336,58.093052
"4408",-153.22636,58.09295
"4409",-153.07355,58.082966
"4410",-153.02231,58.09153
"4411",-152.76788,58.071396
"4412",-152.71657,58.079838
"4413",-152.63124,58.087894
"4439",-154.434,58.103523
"4440",-154.31493,58.103878
"4441",-153.36241,58.093708
"4442",-153.0393,58.091663
"4443",-152.80095,58.09857
"4444",-152.76694,58.098248
"4445",-152.74992,58.09808
"4446",-152.61388,58.096657
"4479",-154.45102,58.103462
"4480",-154.29799,58.11287
"4481",-153.34525,58.10257
"4482",-153.14134,58.092396
"4483",-153.12433,58.09228
"4484",-153.09009,58.10099
"4485",-153.03906,58.100613
"4486",-152.52849,58.104645
"4514",-154.60428,58.111774
"4515",-154.5701,58.10298
"4516",-154.5531,58.103058
"4517",-154.53609,58.10313
"4518",-154.51933,58.1211
"4519",-154.50232,58.121174
"4520",-154.46828,58.121304
"4521",-154.43413,58.112473
"4522",-154.3151,58.121777
"4523",-153.32823,58.10248
"4524",-153.2942,58.102295
"4525",-153.15791,58.110413
"4526",-153.14111,58.10135
"4527",-153.07307,58.100864
"4528",-153.03882,58.109562
"4529",-152.61353,58.105606
"4530",-152.5111,58.11339
"4562",-154.58742,58.120804
"4563",-154.53636,58.121033
"4564",-154.43423,58.121426
"4565",-154.3321,58.121735
"4566",-153.31087,58.120293
"4567",-153.17493,58.110523
"4568",-153.12343,58.12808
"4569",-153.08939,58.12784
"4570",-153.02155,58.11838
"4571",-152.61317,58.114555
"4572",-152.5281,58.11359
"4599",-154.57054,58.129833
"4600",-154.3493,58.13959
"4601",-154.29807,58.12182
"4602",-153.31068,58.129242
"4603",-153.19173,58.119583
"4604",-153.14046,58.128197
"4605",-153.12321,58.13703
"4606",-153.07213,58.136665
"4607",-153.03807,58.13641
"4608",-153.00403,58.136147
"4609",-152.59544,58.132263
"4610",-152.51033,58.13129
"4611",-152.4933,58.13109
"4612",-152.30609,58.128716
"4638",-154.58788,58.147655
"4639",-154.45149,58.139267
"4640",-154.36633,58.13954
"4641",-154.31517,58.13073
"4642",-154.2472,58.14878
"4643",-154.23016,58.148815
"4644",-154.21313,58.14884
"4645",-153.29349,58.138096
"4646",-153.20854,58.128643
"4647",-153.14023,58.137146
"4648",-152.52734,58.13149
"4649",-152.47589,58.13983
"4650",-152.45886,58.139626
"4651",-152.40779,58.138992
"4652",-152.37375,58.138557
"4653",-152.25458,58.136967
"4683",-154.4516,58.148216
"4684",-154.38356,58.15739
"4685",-154.33237,58.148586
"4686",-154.2643,58.157696
"4687",-154.19609,58.148872
"4688",-153.2933,58.147045
"4689",-153.22537,58.1377
"4690",-153.20834,58.137592
"4691",-153.1398,58.15505
"4692",-152.59508,58.141212
"4693",-152.52698,58.140438
"4694",-152.44145,58.148365
"4695",-152.39035,58.147724
"4696",-152.32225,58.14684
"4697",-152.2882,58.14638
"4698",-152.27116,58.14615
"4724",-154.45172,58.157166
"4725",-154.40071,58.16629
"4726",-154.2814,58.16661
"4727",-153.25923,58.14685
"4728",-153.2422,58.14675
"4729",-153.15662,58.164112
"4730",-152.59471,58.15016
"4731",-152.5266,58.149387
"4732",-152.40738,58.147938
"4733",-152.37291,58.156452
"4734",-152.2371,58.14568
"4768",-154.45183,58.166115
"4769",-154.31558,58.17548
"4770",-154.21318,58.157795
"4771",-153.25905,58.155804
"4772",-153.17345,58.173172
"4773",-152.59436,58.15911
"4774",-152.52621,58.158333
"4775",-152.27072,58.155098
"4808",-154.41786,58.175182
"4809",-154.23029,58.166714
"4810",-153.19049,58.173283
"4811",-152.594,58.168056
"4812",-152.52583,58.167282
"4813",-152.28731,58.164276
"4814",-152.09944,58.170544
"4815",-152.04832,58.169765
"4844",-154.469,58.175003
"4845",-154.40091,58.18419
"4846",-154.26443,58.1756
"4847",-154.24739,58.175632
"4848",-153.19028,58.18223
"4849",-152.86636,58.179745
"4850",-152.57622,58.185764
"4851",-152.52547,58.17623
"4852",-152.32138,58.164734
"4853",-152.27028,58.164043
"4854",-152.09895,58.179493
"4855",-152.08191,58.179234
"4856",-152.06487,58.178974
"4857",-152.04782,58.17871
"4880",-154.41808,58.193085
"4881",-154.2817,58.20241
"4882",-154.24751,58.19353
"4883",-154.1964,58.20257
"4884",-153.17323,58.18212
"4885",-152.96838,58.18957
"4886",-152.90045,58.180046
"4887",-152.52509,58.185177
"4888",-152.30304,58.19135
"4889",-152.116,58.17975
"4890",-152.03079,58.178448
"4891",-151.84279,58.184338
"4908",-154.46948,58.210804
"4909",-154.43524,58.201977
"4910",-154.28177,58.21136
"4911",-154.19644,58.21152
"4912",-154.17938,58.211548
"4913",-153.1728,58.200024
"4914",-152.98517,58.198658
"4915",-152.95132,58.18943
"4916",-152.93428,58.189285
"4917",-152.91722,58.18914
"4918",-152.88284,58.197796
"4919",-152.5247,58.194126
"4920",-152.1837,58.18969
"4921",-152.16666,58.189445
"4922",-152.11502,58.19764
"4923",-152.04733,58.18766
"4924",-151.8252,58.19299
"4925",-151.80815,58.192696
"4944",-154.24771,58.220383
"4945",-154.1453,58.220543
"4946",-153.17259,58.208973
"4947",-153.05316,58.208134
"4948",-153.00223,58.19879
"4949",-152.95052,58.216278
"4950",-152.93346,58.216133
"4951",-152.9164,58.21599
"4952",-152.5922,58.2128
"4953",-152.52432,58.203075
"4954",-152.30217,58.209244
"4955",-152.14865,58.20709
"4956",-152.04683,58.196606
"4957",-151.85928,58.193573
"4979",-154.17943,58.220497
"4980",-153.17238,58.217922
"4981",-153.0361,58.208004
"4982",-153.01904,58.207874
"4983",-153.00197,58.20774
"4984",-152.96759,58.216415
"4985",-152.541,58.21222
"4986",-152.18277,58.207584
"4987",-152.02876,58.214233
"4988",-151.85873,58.20252
"4989",-151.79053,58.201344
"5009",-154.14532,58.229492
"5010",-153.15532,58.217808
"5011",-153.12119,58.217575
"5012",-153.10411,58.217457
"5013",-153.08705,58.217335
"5014",-152.96732,58.225365
"5015",-152.26761,58.217728
"5016",-152.1823,58.21653
"5017",-152.01118,58.22291
"5018",-151.99413,58.222645
"5019",-151.85818,58.211464
"5020",-151.80646,58.219532
"5048",-154.14537,58.23844
"5049",-153.13803,58.226643
"5050",-153.01802,58.24367
"5051",-152.9668,58.243263
"5052",-152.31836,58.227364
"5053",-152.28467,58.21796
"5054",-152.18184,58.22548
"5055",-151.97655,58.23132
"5056",-151.85764,58.22041
"5079",-153.01778,58.25262
"5080",-152.98387,58.2434
"5081",-152.30086,58.236084
"5082",-152.18137,58.234425
"5083",-151.95949,58.231045
"5084",-151.83946,58.238007
"5085",-151.78883,58.22818
"5113",-154.1454,58.24739
"5114",-153.05194,58.25288
"5115",-152.33415,58.25443
"5116",-152.1809,58.24337
"5117",-152.09554,58.242115
"5118",-151.97603,58.240265
"5119",-151.85654,58.238297
"5120",-151.78827,58.237125
"5148",-154.17966,58.265247
"5149",-154.14551,58.27424
"5150",-153.05145,58.27078
"5151",-152.72739,58.25004
"5152",-152.31664,58.263153
"5153",-152.26538,58.262463
"5154",-152.19751,58.25256
"5155",-152.09505,58.251064
"5156",-151.83891,58.246952
"5157",-151.77061,58.24577
"5193",-154.14555,58.28319
"5194",-154.12845,58.283207
"5195",-153.06854,58.270905
"5196",-152.72673,58.267933
"5197",-152.28203,58.27164
"5198",-152.19705,58.26151
"5199",-152.14532,58.269714
"5200",-152.07747,58.25975
"5201",-151.97551,58.24921
"5202",-151.95738,58.266827
"5203",-151.83835,58.255898
"5204",-151.78712,58.255016
"5231",-154.33365,58.282833
"5232",-154.29938,58.27397
"5233",-154.28227,58.27401
"5234",-154.26518,58.274048
"5235",-154.23105,58.283062
"5236",-153.05121,58.279724
"5237",-152.89734,58.27848
"5238",-152.86345,58.269234
"5239",-152.69188,58.28548
"5240",-152.26448,58.280354
"5241",-152.19612,58.2794
"5242",-152.07698,58.268696
"5243",-151.8378,58.264843
"5244",-151.78656,58.263958
"5266",-154.31671,58.300777
"5267",-154.23111,58.29201
"5268",-154.09427,58.292187
"5269",-153.06807,58.288803
"5270",-153.03386,58.288548
"5271",-152.84576,58.286976
"5272",-152.76059,58.277218
"5273",-152.70897,58.285656
"5274",-152.21275,58.28859
"5275",-152.12775,58.278408
"5276",-152.07648,58.27764
"5277",-151.80307,58.2732
"5278",-151.78598,58.272903
"5298",-154.33391,58.309685
"5299",-154.31679,58.309727
"5300",-154.23117,58.30096
"5301",-154.12852,58.30111
"5302",-153.03362,58.297493
"5303",-152.93126,58.287724
"5304",-152.89706,58.28743
"5305",-152.81157,58.28666
"5306",-152.79446,58.286495
"5307",-152.77673,58.30423
"5308",-152.72542,58.303726
"5309",-152.12727,58.287357
"5310",-152.05939,58.27738
"5311",-152.0423,58.27712
"5312",-152.0252,58.276855
"5313",-151.97342,58.284992
"5328",-154.26546,58.309845
"5329",-153.01625,58.306313
"5330",-152.94809,58.296814
"5331",-152.93098,58.296673
"5332",-152.84546,58.29592
"5333",-152.79384,58.304394
"5334",-152.74252,58.303894
"5335",-152.12679,58.296303
"5336",-152.07549,58.295536
"5337",-152.04079,58.303955
"5338",-151.98999,58.29421
"5339",-151.78542,58.28185
"5357",-154.31696,58.327625
"5358",-154.28271,58.327705
"5359",-154.2656,58.327744
"5360",-154.24834,58.30988
"5361",-154.23123,58.30991
"5362",-154.21411,58.30994
"5363",-154.197,58.30997
"5364",-154.17989,58.309994
"5365",-154.1457,58.31899
"5366",-152.99915,58.30618
"5367",-152.98204,58.30604
"5368",-152.94781,58.305763
"5369",-152.8617,58.32292
"5370",-152.82776,58.313663
"5371",-152.72508,58.31267
"5372",-152.1092,58.304993
"5373",-151.98897,58.3121
"5374",-151.95528,58.30261
"5390",-154.24854,58.336727
"5391",-154.16286,58.327915
"5392",-152.87851,58.33202
"5393",-152.79323,58.32229
"5394",-152.74187,58.321793
"5395",-152.4,58.30899
"5396",-152.12582,58.314194
"5397",-152.05739,58.313164
"5398",-152.00607,58.31237
"5399",-151.93764,58.311275
"5418",-154.23148,58.345707
"5419",-154.21434,58.345737
"5420",-154.1972,58.345768
"5421",-154.18007,58.34579
"5422",-154.14574,58.327938
"5423",-152.89565,58.332172
"5424",-152.81003,58.331398
"5425",-152.72443,58.330566
"5426",-152.4167,58.318153
"5427",-152.36494,58.32645
"5428",-151.98845,58.321045
"5429",-151.95474,58.311554
"5451",-152.89536,58.341118
"5452",-152.74123,58.339687
"5453",-152.33028,58.33495
"5454",-152.10774,58.331833
"5455",-152.03978,58.321846
"5456",-151.98793,58.32999
"5457",-151.95369,58.329445
"5479",-154.163,58.354763
"5480",-152.89507,58.350067
"5481",-152.86081,58.349766
"5482",-152.82684,58.340504
"5483",-152.80972,58.340347
"5484",-152.75803,58.3488
"5485",-152.46725,58.336678
"5486",-152.39835,58.34478
"5487",-152.32985,58.3439
"5488",-152.09013,58.34052
"5489",-151.98741,58.338936
"5512",-154.18018,58.36369
"5513",-154.14592,58.372684
"5514",-154.12878,58.3727
"5515",-154.11163,58.37272
"5516",-154.04306,58.37276
"5517",-152.87766,58.358864
"5518",-152.77484,58.357918
"5519",-152.74025,58.366528
"5520",-152.72377,58.34846
"5521",-152.68918,58.357063
"5522",-152.48398,58.34583
"5523",-152.43219,58.354153
"5524",-152.34654,58.35307
"5525",-152.20998,58.342266
"5526",-152.10725,58.34078
"5527",-151.95317,58.338387
"5548",-154.09451,58.38168
"5549",-154.06023,58.381702
"5550",-154.02592,58.381714
"5551",-152.86052,58.35871
"5552",-152.7577,58.35775
"5553",-152.72278,58.375305
"5554",-152.41466,58.36289
"5555",-152.39793,58.353725
"5556",-152.31142,58.37051
"5557",-152.2262,58.360397
"5558",-152.1924,58.350967
"5559",-152.15814,58.35048
"5560",-152.10628,58.35867
"5561",-151.96976,58.347607
"5582",-154.00877,58.390663
"5583",-153.99162,58.390663
"5584",-152.73993,58.375477
"5585",-152.4824,58.381615
"5586",-152.41425,58.371834
"5587",-152.34569,58.37096
"5588",-152.26001,58.369816
"5589",-152.17433,58.368614
"5590",-152.14006,58.36812
"5591",-152.10579,58.367615
"5612",-152.79073,58.39387
"5613",-152.77357,58.393707
"5614",-152.75642,58.39354
"5615",-152.43098,58.380993
"5616",-152.32812,58.37968
"5617",-152.24242,58.37853
"5618",-152.13957,58.377064
"5619",-152.08815,58.3763
"5637",-153.97447,58.399612
"5638",-152.80788,58.39403
"5639",-152.48203,58.390564
"5640",-152.41383,58.38078
"5641",-152.3277,58.38863
"5642",-152.25955,58.37876
"5643",-152.12195,58.385757
"5644",-152.1053,58.37656
"5661",-153.99162,58.40856
"5662",-152.80757,58.40298
"5663",-152.46448,58.399303
"5664",-152.32726,58.397575
"5665",-152.2415,58.39642
"5666",-152.22437,58.39618
"5685",-152.85875,58.4124
"5686",-152.49878,58.39971
"5687",-152.30968,58.406292
"5688",-152.29295,58.397118
"5689",-152.10431,58.39445
"5720",-154.02596,58.417507
"5721",-154.00879,58.41751
"5722",-153.99162,58.41751
"5723",-152.84158,58.412243
"5724",-152.82442,58.412086
"5725",-152.80727,58.411926
"5726",-152.77263,58.420547
"5727",-152.51555,58.40886
"5728",-152.3264,58.415466
"5729",-152.27492,58.41478
"5730",-152.24106,58.405365
"5748",-154.04312,58.426453
"5749",-152.75546,58.42038
"5750",-152.66963,58.419514
"5751",-152.63496,58.428097
"5752",-152.5144,58.4357
"5753",-152.49722,58.435497
"5754",-152.29164,58.423958
"5755",-152.27448,58.423725
"5777",-154.07751,58.444332
"5778",-152.72014,58.44688
"5779",-152.65178,58.437225
"5780",-152.2912,58.432903
"5801",-154.07753,58.45328
"5802",-152.73732,58.447052
"5803",-152.63425,58.44599
"5804",-152.49684,58.444443
"5805",-152.27403,58.43267
"5823",-154.07755,58.46223
"5824",-152.7198,58.45583
"5825",-152.70296,58.44671
"5826",-152.6339,58.454937
"5827",-152.49646,58.453392
"5846",-154.07758,58.47118
"5847",-152.63354,58.463882
"5848",-152.59917,58.463512
"5877",-154.07759,58.480125
"5878",-152.70229,58.464603
"5879",-152.616,58.472645
"5880",-152.59882,58.472458
"5881",-152.54762,58.462936
"5882",-152.53043,58.462738
"5883",-152.49567,58.471283
"5884",-152.47849,58.47108
"5903",-154.0776,58.489075
"5904",-152.63284,58.481777
"5905",-152.49489,58.489174
"5906",-152.4605,58.488766
"5907",-152.4433,58.488556
"5926",-154.07764,58.498024
"5927",-154.0088,58.506996
"5928",-153.95717,58.50699
"5929",-153.92276,58.506973
"5930",-152.61565,58.48159
"5931",-152.59845,58.481403
"5932",-152.5117,58.49832
"5956",-154.06046,58.51593
"5957",-153.97438,58.506992
"5958",-153.93994,58.51593
"5959",-153.90552,58.515907
"5960",-152.58015,58.508053
"5961",-152.56294,58.50786
"5962",-152.52853,58.50747
"5963",-152.4253,58.506237
"5984",-152.59735,58.508244
"6010",-152.57979,58.517
"6011",-152.42447,58.524128
"6036",-153.92271,58.524868
"6037",-152.59663,58.526134
"6061",-153.93991,58.533825
"6062",-153.90543,58.5517
"6063",-152.57904,58.53489
"6064",-152.372,58.54137
"6077",-152.61313,58.544216
"6078",-152.3888,58.550533
"6079",-152.37157,58.550316
